CustomerID,Name,Age,Gender,Annual_Income,Spending_Score,Membership_Level,Purchase_Frequency,Membership_upgrade,Avg_Order_Value,Preferred_Cuisine,Weekend_Order_Ratio,App_Rating,Avg_Delivery_Tips,Discount_Usage_Freq,Total_Cuisines_Tried,Avg_Delivery_Time,Last_Month_Complaints
CUST1987,Seth Tate,51,Female,55595,83,Basic,13.2,0,51.97,Chinese,0.39,5,4.78,High,7,37.4,0
CUST1988,Shelley Horn,67,Male,77280,45,Silver,9.1,0,57.68,Chinese,0.37,5,6.25,Medium,10,43.8,0
CUST1989,David Aguilar,64,Female,28125,19,Platinum,14.6,0,37.1,Thai,0.85,3,2.4,High,1,38.3,0
CUST1990,Keith Nelson,59,Female,51372,67,Silver,9.6,0,66.75,Italian,0.57,3,8.45,Medium,7,21.1,1
CUST1991,Timothy Mathews,66,Male,48516,44,Gold,11.8,1,57.96,Chinese,0.58,4,7.21,Medium,2,22.8,1
CUST1992,Hector Rodriguez,68,Male,54790,5,Gold,13,1,42.31,Mexican,0.7,2,5.94,Medium,7,37.9,0
CUST1993,Monica Washington,31,Female,55621,6,Basic,6.8,,60.64,Italian,0.56,4,3.08,High,3,25.8,0
CUST1994,Albert Hill,31,Male,49899,5,Gold,5.6,0,42.96,Chinese,0.55,4,3.08,Medium,9,44.6,0
CUST1995,Theresa Sandoval,37,Male,101026,85,Basic,1.7,0,59.77,Burger,0.58,4,7.93,Low,5,38.1,0
CUST1996,Jaclyn Wright,47,Female,36335,94,Silver,7,0,51.5,Pizza,0.8,3,6.03,Low,7,17.8,0
CUST1997,Kimberly Harris,29,Male,56518,26,Gold,2.1,1,35.99,Chinese,0.8,4,5.02,Low,8,53.9,0
CUST1998,Abigail Hendricks,38,Female,51739,59,Gold,5.2,0,75.03,Mexican,0.26,5,4.18,Medium,2,31.3,0
CUST1999,Catherine Johnson,63,Male,79222,93,Basic,3.6,0,74.94,Indian,0.69,3,8.22,Low,1,32.9,0
CUST2000,Sydney Jenkins,67,Male,78907,94,Platinum,2.9,0,54.06,Chinese,0.31,4,5.78,Low,7,39.2,0
CUST2001,Lindsay Forbes,21,Male,55136,22,Platinum,10.4,0,57.45,Healthy,0.51,1,3.08,Medium,6,34.1,0
CUST2002,Jennifer Bryan,60,Female,52179,5,Gold,14.1,0,71.64,Healthy,0.33,2,7.26,Low,6,44.6,0
CUST2003,Deanna Davis,38,Female,54806,43,Gold,8.7,0,67.53,Healthy,0.42,4,7.49,High,2,24.8,0
CUST2004,Daniel Gilbert,67,Female,63027,7,Basic,8.7,0,82.35,Indian,0.22,2,5.69,Medium,3,46.5,0
CUST2005,Gene Lopez,41,Female,52348,27,Gold,13.5,1,60.66,Healthy,0.63,1,4.69,Medium,4,41.8,0
CUST2006,Rebecca Jenkins,58,Male,86341,35,Silver,13.6,1,102.94,Burger,0.61,3,11.74,Low,3,27.3,0
CUST2007,Dr. Mary Blevins,40,Male,54546,28,Silver,8,1,73.59,Chinese,0.82,4,7.13,Low,2,37.5,0
CUST2008,Joan Williams,44,Male,68544,28,Silver,1.5,1,51.39,Thai,0.6,4,6.98,Medium,3,47.1,0
CUST2009,Lisa Johnson,39,Female,74251,16,Gold,1.3,1,73.47,Healthy,0.24,3,6.19,High,6,40.2,0
CUST2010,Brenda Beard,35,Female,49987,16,Basic,12.2,,36.05,Italian,0.65,4,2.76,Medium,9,36.5,0
CUST2011,Kenneth Johnson,40,Male,51030,71,Platinum,4.1,1,75.92,Thai,0.4,3,11.27,Low,4,41.2,0
CUST2012,David Peterson,22,Male,61696,12,Basic,4.4,,89.09,Indian,0.53,4,12.57,Medium,6,42.1,0
CUST2013,Cynthia Stephens,21,Female,70753,44,Platinum,8.9,0,38.17,Burger,0.32,4,2.02,Low,1,29.9,0
CUST2014,Christopher Alvarez,52,Female,92742,91,Basic,2.6,0,111.81,Italian,0.75,4,14.21,High,6,36.6,1
CUST2015,Christopher Wagner,42,Female,46622,88,Gold,12.4,0,66.45,Italian,0.44,5,4.06,High,3,43.5,1
CUST2016,David Ramirez,31,Male,33717,84,Basic,3.6,0,22.95,Italian,0.39,5,1.21,Medium,9,36.3,1
CUST2017,Lisa Chavez,44,Male,26622,32,Platinum,3.4,1,28.43,Italian,0.71,1,2.2,Medium,4,27.8,0
CUST2018,Leslie Haynes,56,Female,62173,71,Gold,1.9,1,88.01,Thai,0.41,5,6.77,High,7,37.8,0
CUST2019,Catherine Sharp,32,Female,65582,69,Silver,7.4,0,35.02,Thai,0.69,2,4.62,Medium,4,31.1,0
CUST2020,Vanessa Weber,28,Male,59186,1,Basic,11.1,,70.87,Chinese,0.48,5,8.58,Medium,6,40.8,0
CUST2021,Dr. Patricia Hayes,28,Female,56432,73,Basic,3.2,,45,Healthy,0.45,3,6.67,High,7,49.3,0
CUST2022,David Torres,38,Male,75493,46,Silver,12.4,0,107.53,Pizza,0.31,4,13.03,Medium,2,41.8,0
CUST2023,Gordon Walter,48,Female,80201,30,Gold,2.3,1,117.98,Chinese,0.66,2,10.83,Medium,10,26.8,0
CUST2024,Bryce Davis,50,Female,62139,53,Gold,8.4,0,89.75,Chinese,0.78,2,10.76,High,6,38,0
CUST2025,Kristen Wells,49,Female,16811,78,Silver,1.5,1,16.38,Burger,0.5,4,2.46,Medium,8,15,0
CUST2026,William Perez,45,Male,51687,40,Gold,10.4,0,70.4,Burger,0.74,5,8.52,Medium,6,34,0
CUST2027,Helen Adams,63,Female,84244,33,Platinum,8.9,0,113.27,Healthy,0.35,4,14.29,Low,2,44.4,0
CUST2028,Samuel Wolf,62,Female,43510,67,Platinum,7.1,1,35.64,Pizza,0.53,4,5.13,Low,4,39,1
CUST2029,Jasmine Flores,46,Female,64673,88,Basic,7.6,0,85.94,Burger,0.38,5,5.27,Low,1,36.1,0
CUST2030,Laura Taylor,38,Female,61016,7,Gold,12.3,0,32.77,Healthy,0.68,3,3.95,Medium,7,56.3,0
CUST2031,Antonio Levine,32,Male,69413,75,Basic,12.5,0,76.1,Healthy,0.43,1,10.28,Medium,8,18,0
CUST2032,Walter Hayes,54,Female,73318,64,Platinum,9.9,0,53.52,Thai,0.55,1,7.78,High,10,20.2,0
CUST2033,Melissa Roach,18,Female,88253,75,Silver,5.3,0,54.77,Mexican,0.65,4,3.89,Medium,2,39.8,0
CUST2034,Heather Parsons,63,Male,69765,50,Silver,10.8,0,40.25,Thai,0.74,3,4.04,Medium,10,44,0
CUST2035,Kevin Hobbs,64,Female,72199,13,Basic,6.5,,86.37,Pizza,0.75,2,10.2,Low,5,44.4,0
CUST2036,Brett Clark,64,Female,34123,54,Platinum,11.4,0,28.66,Burger,0.22,3,2.14,High,8,29.3,1
CUST2037,Bryan Robinson,23,Female,60760,95,Basic,6.1,0,74.42,Pizza,0.62,2,8.19,Medium,8,26.6,0
CUST2038,Shannon Sullivan,49,Female,57150,85,Basic,3.2,0,32.31,Chinese,0.53,5,2.45,Medium,5,25.1,0
CUST2039,Robert Brooks Jr.,46,Female,60324,87,Gold,7.9,1,49.18,Chinese,0.53,2,4.1,Low,8,38.2,0
CUST2040,Richard Molina,36,Female,48785,72,Gold,13.9,0,50.71,Pizza,0.59,4,4.77,Medium,6,25.2,0
CUST2041,Jamie Jackson,53,Female,52853,23,Silver,7,0,68.22,Mexican,0.35,4,7.02,Medium,5,46.1,0
CUST2042,Robert Robinson,59,Female,38325,56,Basic,14.3,,31.38,Mexican,0.61,4,2.98,Medium,4,34.8,0
CUST2043,David Rangel,48,Female,52204,25,Gold,2,1,58.78,Thai,0.4,2,5.84,High,5,28,0
CUST2044,Pamela Dean,55,Male,60187,12,Gold,7.5,0,83.42,Pizza,0.29,3,6.66,High,4,28,0
CUST2045,Kenneth Bailey,25,Female,53943,8,Silver,14.7,0,60.19,Burger,0.64,2,3.97,High,1,19.7,0
CUST2046,Wendy Ayers DDS,64,Male,45628,26,Silver,3,1,33.44,Thai,0.66,4,1.83,Medium,3,27.1,0
CUST2047,Michael Kim,46,Male,69140,57,Basic,11.7,0,36.26,Indian,0.68,3,2.52,High,8,29.5,0
CUST2048,Adriana Fischer,20,Female,75111,45,Silver,4.9,0,102.91,Mexican,0.47,4,11.13,High,7,39.1,0
CUST2049,Diana Williams,33,Female,76202,35,Gold,13.2,1,39.72,Italian,0.73,4,5.11,Low,7,34,0
CUST2050,Perry Richmond,34,Female,55323,17,Silver,14.7,0,76.05,Thai,0.59,4,5.09,Medium,3,26.4,0
CUST2051,Lisa Johnson,65,Female,48245,96,Platinum,7.8,0,49.64,Chinese,0.68,4,3.02,Low,9,22.7,0
CUST2052,John Adams,62,Male,45267,65,Silver,2.9,0,65.14,Thai,0.68,4,8.14,Low,6,32.6,0
CUST2053,Edwin Krause,53,Male,55482,7,Platinum,1.8,1,72.06,Pizza,0.45,5,5.8,Low,8,15,0
CUST2054,Dean Butler,58,Female,56777,78,Gold,6.8,0,85.05,Italian,0.42,3,12.35,Low,8,31.8,0
CUST2055,Sarah Gutierrez,47,Male,44323,88,Gold,2.3,0,37.71,Pizza,0.55,4,4.58,Medium,3,46.2,0
CUST2056,Lisa Adkins,55,Male,55773,86,Gold,5,0,70.67,Healthy,0.77,5,5.84,Medium,4,33,0
CUST2057,Sydney Murphy,44,Male,70738,63,Gold,9.7,0,63.8,Chinese,0.51,4,5.04,Low,6,36.6,0
CUST2058,Amanda Meyer,60,Female,60882,52,Basic,7.6,0,59.66,Chinese,0.53,3,6.11,Medium,2,35.4,1
CUST2059,Richard Johnson,48,Male,62537,66,Gold,7.1,1,70.51,Mexican,0.59,4,4.08,High,7,21.1,0
CUST2060,Samantha Torres,24,Male,38251,51,Platinum,4.9,1,52.54,Thai,0.42,2,3.25,High,2,52.6,0
CUST2061,Michael Hill,19,Male,55871,44,Gold,10,0,82.92,Mexican,0.72,1,5.6,Medium,5,30.9,0
CUST2062,Thomas Barry,23,Female,84074,37,Gold,2.5,1,106.63,Italian,0.43,2,13.59,Medium,4,35,0
CUST2063,Mrs. Anna Smith,33,Female,54313,78,Gold,11.7,0,49.85,Thai,0.62,3,5.05,Low,9,28.4,0
CUST2064,Valerie Mendez,61,Female,66970,67,Gold,2.3,1,61.7,Healthy,0.63,4,3.15,Low,2,46.4,0
CUST2065,Elizabeth Nelson,38,Female,60044,22,Platinum,12.6,0,74.31,Pizza,0.64,5,8.72,Low,7,20.4,0
CUST2066,Tiffany Torres,53,Male,91073,4,Silver,7.1,0,67.28,Healthy,0.58,3,6.21,Medium,7,48,0
CUST2067,Daniel Chang,68,Male,57799,77,Silver,7.7,0,35.28,Chinese,0.37,5,3.57,High,7,32,0
CUST2068,Michael Douglas,34,Female,66310,43,Platinum,11,0,56.67,Italian,0.73,5,4.05,Low,1,29.7,0
CUST2069,Nancy Larson,60,Male,66273,12,Platinum,6.7,0,52.17,Indian,0.17,5,5.49,Low,8,28.7,0
CUST2070,Kimberly Baker,60,Male,77579,53,Gold,6.8,0,61.78,Italian,0.51,5,9.14,Low,2,53.1,0
CUST2071,Patrick Cox,30,Male,60128,65,Silver,1.7,1,44.11,Burger,0.57,4,2.53,Medium,5,19,0
CUST2072,Michelle Hall,35,Male,49115,12,Silver,14.6,0,26.62,Italian,0.54,2,2.09,Low,2,29.7,0
CUST2073,Cynthia Reyes,40,Female,54082,27,Silver,5.3,1,28.01,Healthy,0.44,4,2.08,Medium,5,22.1,0
CUST2074,Rachel Patton,24,Female,67372,64,Platinum,3.8,0,100.23,Burger,0.59,4,7.5,Low,7,16.9,0
CUST2075,Brenda Webb,34,Male,45836,1,Gold,6.3,0,42.53,Burger,0.61,5,3.74,Medium,6,48.1,0
CUST2076,Heather Baker,33,Male,57653,59,Gold,14.2,0,50.98,Thai,0.65,5,6.72,Low,5,34.7,0
CUST2077,Charlene Gilmore,58,Male,45384,59,Gold,8.4,0,53.54,Thai,0.63,4,7.56,Medium,4,23.4,0
CUST2078,Ryan Martinez,36,Female,43257,52,Gold,14.5,0,31.07,Burger,0.6,3,2.18,Low,8,43.3,0
CUST2079,Anne Haley,47,Male,78220,66,Gold,13.4,1,113.42,Indian,0.66,3,11.83,Medium,8,31,0
CUST2080,Brandon Jordan,53,Male,52669,16,Platinum,8.1,0,67.75,Thai,0.58,1,7.7,Medium,1,28.5,0
CUST2081,Derrick Johnson,28,Female,54588,40,Silver,5,0,32.17,Italian,0.37,4,3.29,Medium,10,40.8,0
CUST2082,Shannon Summers,24,Female,61437,1,Basic,11.5,0,56.37,Healthy,0.37,4,5.27,Medium,2,30.8,0
CUST2083,Ann Mccarty,63,Female,47435,95,Silver,9.2,0,65.42,Italian,0.54,5,4.53,Low,3,25.4,0
CUST2084,Andre Christensen,41,Male,54214,3,Silver,8.5,0,78.32,Indian,0.37,4,7.74,Low,1,42,1
CUST2085,Samantha Stuart,61,Male,56686,11,Basic,6.5,0,54.84,Chinese,0.21,5,4.94,Medium,3,33.6,1
CUST2086,Kyle Smith,18,Female,58231,43,Silver,3.5,0,64.84,Mexican,0.71,4,8.4,Medium,10,42.5,0
CUST2087,Joe Marshall,23,Female,67464,89,Platinum,1.4,0,45,Healthy,0.78,5,5.69,Medium,8,31,0
CUST2088,Dr. David Bruce MD,26,Female,45763,99,Gold,6.7,1,68.24,Thai,0.41,2,4.33,Medium,4,45.2,0
CUST2089,Kerri Smith,20,Male,62925,77,Gold,9.1,0,46.04,Healthy,0.45,5,2.71,High,7,35.1,0
CUST2090,Eric Edwards,20,Male,68280,92,Gold,11.7,0,98.51,Italian,0.41,4,13.87,Medium,7,45.6,0
CUST2091,Ashley Ingram,36,Male,30532,36,Gold,9.2,1,35.1,Mexican,0.55,3,3.63,Low,5,45.3,1
CUST2092,Emily Peterson,18,Male,41477,61,Silver,13.1,0,45.95,Pizza,0.38,3,6.24,Medium,1,47.4,0
CUST2093,Stephanie Walker,43,Female,47058,35,Silver,12.3,0,47.66,Pizza,0.44,5,2.66,Low,10,35.7,0
CUST2094,Jessica Smith,55,Female,70410,64,Basic,6.2,,51.45,Thai,0.62,1,5.28,Medium,4,38.8,0
CUST2095,Stephen Brown,43,Female,39673,26,Basic,4.1,,26.84,Indian,0.34,4,2.79,Low,7,32.7,1
CUST2096,Michael Cox,36,Male,52723,56,Basic,1.5,,37.99,Pizza,0.49,3,5.17,Low,5,26,0
CUST2097,Vincent Rojas,69,Female,37731,19,Silver,1.1,1,25.9,Healthy,0.3,4,1.55,High,2,55,0
CUST2098,Stephanie Williams,67,Male,33969,24,Basic,10.4,,43.47,Pizza,0.33,5,3.22,Medium,8,27.5,1
CUST2099,Samantha Cruz,22,Male,46427,7,Basic,12.9,0,39.47,Chinese,0.29,4,3.58,Low,2,44,1
CUST2100,Julie Powers,49,Female,75868,65,Basic,9.3,0,42.32,Chinese,0.53,4,5.78,Low,8,42.3,1
CUST2101,Robert Young,28,Male,52256,64,Silver,7.7,0,76.77,Thai,0.48,5,11.05,Medium,2,36.8,0
CUST2102,Kyle Manning,57,Female,62380,9,Basic,9.8,0,86.32,Chinese,0.18,5,12.89,High,5,33.5,0
CUST2103,Adam Williams,53,Male,51219,86,Basic,6.9,,73.13,Pizza,0.49,5,10.67,Medium,4,33.5,0
CUST2104,Kimberly Tate,61,Male,46292,43,Silver,10.4,0,69.2,Indian,0.29,4,3.5,High,1,28.4,0
CUST2105,Katherine Diaz,43,Male,69253,61,Platinum,4.3,1,46.67,Burger,0.76,3,2.56,Low,8,35.9,0
CUST2106,Amber Medina,42,Male,50206,12,Platinum,11.5,0,45,Burger,0.63,4,2.91,Medium,10,23.2,0
CUST2107,Timothy Barker,25,Female,68103,15,Basic,7.3,0,85.69,Thai,0.62,4,7.27,Medium,3,42.5,1
CUST2108,Yvonne Morgan,42,Female,63552,77,Silver,5.4,0,76.01,Mexican,0.63,2,10.11,Medium,4,32.7,1
CUST2109,Debra Saunders,55,Female,43596,42,Platinum,5.5,1,28.51,Burger,0.48,3,3.97,Low,4,25.4,0
CUST2110,Nathan Cain,55,Male,65712,5,Gold,11.6,0,86.47,Burger,0.63,1,5.94,Medium,5,22.2,0
CUST2111,Andrew Thompson,29,Male,67615,29,Silver,4.6,1,48.98,Chinese,0.4,4,5.48,Medium,3,33.7,0
CUST2112,Kimberly Bass,46,Male,88509,97,Platinum,8.2,1,64.06,Chinese,0.5,5,9.08,Medium,9,34,1
CUST2113,Patricia Beasley,38,Female,74334,20,Platinum,1.5,1,77.08,Pizza,0.32,1,7.43,Medium,4,29.8,0
CUST2114,Tyler Kelley,18,Male,70024,72,Silver,3.2,0,76.53,Thai,0.83,4,4.62,Medium,10,40,0
CUST2115,Christopher Jones,39,Male,44190,3,Silver,1.9,1,47.73,Mexican,0.26,5,4.57,Medium,4,38.5,0
CUST2116,Jamie Martin,35,Female,51335,53,Silver,7.2,0,30.36,Thai,0.42,3,2.66,Low,6,35.6,1
CUST2117,Jessica Williams,37,Male,54572,70,Silver,5.7,0,75.17,Italian,0.37,4,8.1,Medium,8,25.7,0
CUST2118,Michael Larson,64,Male,66593,21,Basic,1.7,,50.98,Healthy,0.77,5,4.79,Medium,7,27.6,0
CUST2119,Maria Yang,61,Male,59685,19,Basic,8.9,,37.57,Mexican,0.49,5,1.94,High,4,21,1
CUST2120,Clarence Hudson,32,Female,75676,20,Basic,7.7,0,105.09,Mexican,0.37,3,15.7,Low,4,33.1,0
CUST2121,James Turner,39,Female,80101,57,Gold,14.2,0,116.6,Indian,0.59,2,12.17,Medium,5,40.6,0
CUST2122,Bruce Sanders,52,Female,63021,97,Silver,4.2,0,85.84,Thai,0.83,2,8.36,Low,10,22.9,0
CUST2123,Elizabeth Gomez,44,Male,43667,24,Gold,1.1,1,57.18,Pizza,0.45,4,8.32,Low,5,29.4,0
CUST2124,Joseph Weaver,30,Female,60330,63,Basic,3.5,0,69.7,Indian,0.68,4,4.57,Medium,1,34.5,0
CUST2125,Kimberly Mckenzie,59,Male,61161,15,Basic,14.3,0,64.27,Mexican,0.7,4,4.43,Medium,8,40.6,0
CUST2126,Jennifer Calhoun,23,Female,77306,33,Basic,7.4,0,45.38,Mexican,0.41,3,5.94,Low,10,20.2,0
CUST2127,Thomas King Jr.,66,Male,62651,30,Silver,2.9,1,56.92,Mexican,0.31,3,4.33,Medium,5,57.2,1
CUST2128,Kaitlyn Roberts,19,Female,81021,91,Gold,13.9,0,70.71,Burger,0.44,4,9.19,High,3,42.5,0
CUST2129,Jennifer Mcconnell,56,Male,75592,41,Gold,8.1,1,57.43,Thai,0.57,4,4.43,High,3,29,0
CUST2130,Stephanie Williams,55,Male,64563,81,Silver,8.9,0,78.99,Healthy,0.49,4,4.21,Low,4,24.3,0
CUST2131,Donna Barber,30,Female,70499,39,Platinum,14.6,0,70.21,Healthy,0.45,4,7.14,Medium,7,37.8,0
CUST2132,Jennifer Campos,25,Male,39112,24,Basic,8.7,,22.73,Indian,0.37,3,1.58,Medium,5,39.7,0
CUST2133,Stephanie Sharp,30,Male,67074,63,Silver,5.9,0,48.31,Mexican,0.34,3,6.08,Low,1,25.1,0
CUST2134,Kristin Hall,63,Female,81991,7,Gold,13.1,1,97.02,Healthy,0.58,3,11.07,Medium,5,23.9,0
CUST2135,Ashley Yang,27,Male,38425,52,Basic,3.3,,22.14,Chinese,0.42,3,3.15,Medium,5,26.1,0
CUST2136,Karen Cross,58,Male,81653,58,Basic,2.2,0,110.33,Thai,0.52,2,14.16,Low,6,35.6,0
CUST2137,Sandy Mills,37,Male,53386,92,Basic,9.5,,53.13,Healthy,0.17,3,3.62,High,7,35.8,0
CUST2138,Patricia Rodriguez,49,Male,65087,1,Silver,10.3,0,63.82,Pizza,0.41,1,8.3,High,5,56.6,0
CUST2139,Rebecca Barnes,45,Female,54060,43,Silver,7.5,1,59.06,Thai,0.72,3,6.74,Medium,2,15,0
CUST2140,Steven Henry,61,Male,46247,42,Basic,8.8,0,61.26,Pizza,0.68,4,7.16,Medium,2,28.3,1
CUST2141,Shelia Campbell,56,Female,77038,7,Silver,1.4,1,65.31,Healthy,0.74,3,8.7,Low,4,29.7,1
CUST2142,Brian Bell,38,Male,27109,25,Silver,7.7,0,31.93,Chinese,0.67,4,3.43,Medium,1,39.9,0
CUST2143,Timothy Ortiz,24,Female,58641,99,Basic,15,0,62.5,Pizza,0.58,4,6.04,Low,7,40.3,0
CUST2144,Amy Allen,24,Male,41424,25,Basic,10.3,0,31.77,Burger,0.65,4,3.61,High,1,33,0
CUST2145,Mary Kelly,21,Male,57126,64,Gold,12.6,1,78.76,Healthy,0.49,5,6.28,Low,3,50.1,0
CUST2146,Nancy Goodman,31,Female,62808,95,Basic,3.9,0,81.49,Burger,0.68,1,5.56,Low,10,23.8,0
CUST2147,Nicole Jordan,66,Female,54389,56,Gold,9,1,63.01,Healthy,0.44,4,7.04,Medium,7,28,0
CUST2148,Christopher Reese,40,Female,62800,33,Silver,1.4,1,84.82,Italian,0.7,5,6.22,Low,6,21.8,0
CUST2149,Donna West,62,Female,56297,37,Gold,12.1,1,76.97,Italian,0.6,5,4.46,Medium,7,33.5,1
CUST2150,Brandi Morton,21,Female,61643,52,Silver,2.3,0,74.49,Italian,0.46,3,3.73,Medium,5,31.7,0
CUST2151,Jennifer Stewart,52,Female,50984,64,Gold,2.8,0,68.17,Pizza,0.19,3,7.56,High,8,42.9,0
CUST2152,Christina Moyer,33,Male,50550,39,Silver,5.1,0,60.53,Burger,0.69,3,5.22,Medium,6,53.5,0
CUST2153,Paul Ryan,29,Male,88284,22,Silver,7.3,0,104.19,Burger,0.54,4,13.05,Low,4,49.9,0
CUST2154,Angela Lewis,53,Female,62145,18,Basic,3.9,,69.52,Burger,0.47,4,6.08,Low,1,22.8,0
CUST2155,Emily Coleman,40,Male,56571,92,Platinum,5.5,1,70.87,Chinese,0.5,3,6.99,Medium,2,35.5,0
CUST2156,Charles Hall,21,Female,78946,17,Platinum,9.4,0,51.99,Burger,0.25,4,4.72,Medium,6,42.7,0
CUST2157,Christian Stanley,30,Female,39735,8,Basic,3.7,,54.87,Chinese,0.34,4,6.31,Medium,4,41.7,0
CUST2158,Theresa Walls,27,Female,74562,47,Basic,2.4,0,102.29,Italian,0.7,4,8.76,Low,3,58.1,0
CUST2159,Wendy Montgomery,64,Female,60155,50,Gold,8.2,0,31.84,Italian,0.73,5,4.66,Low,7,32.8,0
CUST2160,Juan Berry,55,Male,64763,71,Basic,3.4,,85.86,Pizza,0.3,5,12.33,Low,7,35.8,0
CUST2161,Jessica Barker,52,Male,49960,73,Silver,9.8,0,31.42,Healthy,0.56,2,4.24,Low,2,57.4,0
CUST2162,Damon Delgado,51,Female,31569,86,Basic,10.2,0,26.36,Italian,0.54,4,3.74,Low,8,39.2,0
CUST2163,Tanner Clark,53,Female,73300,2,Silver,6.4,0,91.15,Healthy,0.63,3,8.65,Medium,1,29,0
CUST2164,Elizabeth Oliver,57,Female,57880,42,Basic,11.7,0,38.24,Healthy,0.43,4,3.96,Low,10,25.3,0
CUST2165,James Wilson,58,Female,61546,75,Gold,14.2,0,81.12,Thai,0.63,5,10.08,Medium,7,37.1,1
CUST2166,Bryan Huerta,64,Male,83715,85,Platinum,8.7,0,111.52,Pizza,0.65,5,13.34,Medium,10,45.7,0
CUST2167,Debra Patterson,29,Male,69611,87,Silver,6.4,1,70.13,Mexican,0.61,4,9.75,Low,1,45.5,0
CUST2168,Autumn Hall,32,Female,78852,94,Basic,4.6,,39.93,Mexican,0.68,3,4.86,Medium,3,26.3,0
CUST2169,Michael Glass,24,Male,70518,86,Platinum,2.3,1,55.5,Indian,0.4,3,8.31,Medium,3,36,0
CUST2170,Emily White,25,Female,68404,37,Platinum,4.4,1,76.4,Thai,0.65,4,6.48,Medium,10,30.5,1
CUST2171,Kevin Walker,53,Female,56760,24,Silver,9,1,84.07,Pizza,0.34,2,11.21,High,2,33.5,0
CUST2172,Desiree Conway,68,Female,73056,17,Gold,14.6,1,82.69,Indian,0.65,4,9.9,Low,10,44.1,0
CUST2173,Kristen Coffey,54,Female,86636,59,Gold,13.4,0,65.83,Indian,0.64,1,7.84,High,5,34.5,0
CUST2174,Valerie Galloway,68,Female,79768,97,Silver,2.2,0,90.46,Thai,0.55,3,7.47,Medium,4,41.5,0
CUST2175,Cynthia Hart,54,Male,36755,42,Gold,8.8,0,38.22,Mexican,0.42,3,4.91,Medium,6,41.8,0
CUST2176,Ryan Weaver,55,Female,30005,75,Basic,13.9,0,38.4,Pizza,0.43,5,5.38,High,2,28.9,0
CUST2177,Thomas Butler,37,Female,62431,42,Gold,10.3,1,37.89,Mexican,0.59,4,2.72,High,4,47.3,0
CUST2178,Savannah Luna,54,Male,80515,77,Silver,7.5,0,101.53,Indian,0.3,3,11.43,Medium,7,24,1
CUST2179,Rebecca Moreno,61,Male,61799,48,Basic,10.8,0,64.35,Pizza,0.37,2,5.74,Medium,1,22.4,0
CUST2180,Robert Moore,60,Male,42213,76,Basic,2.2,,61.76,Indian,0.62,4,9.2,Medium,3,30.2,0
CUST2181,Sherry Williams,49,Female,48256,48,Basic,1.5,,40.63,Burger,0.38,3,3.98,Medium,1,25.2,1
CUST2182,Ricardo Miranda,34,Female,65517,16,Basic,4.5,,74.21,Thai,0.49,4,5.4,Low,2,41.1,0
CUST2183,James Michael,68,Female,39344,4,Basic,12.1,0,56.34,Healthy,0.59,5,4.97,Low,9,60,1
CUST2184,Dalton Long,52,Female,66872,19,Silver,3.4,1,40.29,Pizza,0.51,4,4.65,High,10,46.3,1
CUST2185,Robert Green,67,Female,51627,79,Basic,11.7,0,74.2,Pizza,0.37,4,4.27,Low,5,26.8,0
CUST2186,Beth Odonnell,49,Male,46201,9,Platinum,11.9,0,54.88,Healthy,0.45,4,6.06,Low,4,25,0
CUST2187,Brandi Campbell,48,Male,68711,53,Gold,6.9,1,39.02,Indian,0.52,5,5.58,Medium,4,44.8,0
CUST2188,Phyllis Coleman,39,Male,43664,7,Platinum,10.5,1,34.97,Burger,0.68,5,4.72,Low,8,23.2,1
CUST2189,Ryan Kelley,36,Female,79574,82,Platinum,6,0,96.14,Chinese,0.78,4,5.46,Low,3,25.2,0
CUST2190,Natalie Pruitt,28,Female,77120,35,Basic,13.7,0,43.75,Healthy,0.6,3,6.53,Medium,4,38.7,0
CUST2191,Dakota Wilcox,52,Female,47578,37,Gold,5.4,1,51.49,Thai,0.21,4,6.17,Medium,2,29.6,1
CUST2192,Peter Gordon,51,Male,44437,48,Gold,14.7,1,37.59,Mexican,0.81,3,2.49,Medium,6,36.2,0
CUST2193,Frank Taylor,61,Male,73980,45,Platinum,11.5,1,82.93,Indian,0.6,4,4.25,Medium,9,31.7,1
CUST2194,Holly Martinez DDS,69,Male,61570,65,Gold,10.3,0,33.6,Healthy,0.5,4,2.26,Medium,4,34.7,0
CUST2195,Christopher Morales,66,Female,69406,68,Platinum,11.7,1,95.19,Healthy,0.5,2,12.74,Medium,6,43.7,1
CUST2196,Jasmine Wolfe,20,Male,76446,78,Gold,7.4,0,112.64,Pizza,0.6,3,5.88,Medium,4,41.2,0
CUST2197,William Mason,19,Female,72812,9,Silver,1.1,1,106.95,Mexican,0.36,4,7.84,Medium,2,44.2,0
CUST2198,Paul Leonard,63,Female,44372,27,Silver,10.1,0,55.45,Mexican,0.36,5,6.97,High,6,41.4,0
CUST2199,Aaron Lamb,25,Male,79456,47,Gold,8.5,0,50.06,Thai,0.52,4,5.44,Medium,7,42.1,0
CUST2200,Steven Casey,52,Female,75773,35,Silver,12.3,0,95.34,Mexican,0.8,4,12.23,Low,4,35,0
CUST2201,Alan Mullen,46,Female,75952,83,Silver,5.1,1,39.84,Healthy,0.57,3,4.96,Low,7,20.5,0
CUST2202,Katherine Collins,43,Female,95341,3,Basic,5.4,0,49.78,Chinese,0.34,4,2.74,Medium,8,33.9,0
